feature,importance_gain,importance_split
Master_fultimo_cierre_delta_2,10.247719764709473,2
cseguro_vida_delta_mean_4,9.592339754104614,3
ctarjeta_visa_descuentos_delta_2,9.3926100730896,2
cforex_delta_3,9.31287956237793,1
Visa_cadelantosefectivo,9.291390061378479,2
tcuentas_delta_3,9.221309661865234,1
ctarjeta_visa_descuentos,8.911189556121826,2
tcallcenter_delta_2,8.880789995193481,3
talta_mora_delta_2,8.60915994644165,2
ccajas_extracciones_delta_3,8.576639890670776,2
cforex_buy_delta_3,8.380809783935547,1
cmobile_app_trx_delta_mean_8,8.344440460205078,1
ctarjeta_master_descuentos_delta_mean_8,7.761760234832764,2
ccheques_depositados_delta_2,7.74098014831543,2
thomebanking_delta_2,7.660900115966797,2
cseguro_accidentes_personales_delta_2,7.5813199281692505,4
cinversion2_delta_mean_8,7.426890134811401,3
tsin_inversiones_delta_3,7.307599902153015,4
TC_Total_status_delta_3,7.188479900360107,1
ccajas_otras_delta_mean_4,7.160700082778931,2
tsin_inversiones_delta_mean_8,6.754089832305908,2
cliente_antiguedad_delta_mean_4,6.715909957885742,1
cdiversificacion_financiera_delta_3,6.666860103607178,1
cseguro_vivienda_delta_mean_4,6.656310081481934,1
Visa_fechaalta_delta_3,6.62932014465332,1
mcajeros_propios_descuentos,6.588679790496826,1
ccajas_extracciones_delta_2,6.342399835586548,2
ccheques_emitidos_delta_3,6.31935977935791,1
Master_fechaalta_delta_3,5.726099967956543,1
ctarjeta_master,5.650199890136719,1
Master_fechaalta_delta_2,5.644559860229492,1
tsin_transacciones_mes_delta_3,5.5413498878479,1
tsin_sueldo_mes_delta_3,5.3609299659729,1
ccheques_emitidos_delta_mean_8,5.259590148925781,1
cseguro_vida_delta_3,5.173210144042969,2
TC_Total_status_delta_mean_4,5.108759880065918,1
ctarjeta_visa_descuentos_delta_3,5.031459808349609,1
tcallcenter_delta_3,4.57234001159668,1
cprestamos_prendarios_delta_mean_8,4.549920082092285,1
slope_Visa_madelantodolares_6_window,4.506229877471924,1
ccajeros_propios_descuentos_delta_3,4.401350021362305,1
ccheques_emitidos_rechazados_delta_mean_4,4.183440208435059,1
Visa_fechaalta_delta_2,4.127739906311035,1
ccajas_transacciones_delta_3,4.127649784088135,1
Master_Fvencimiento_delta_2,4.041339874267578,1
cliente_antiguedad_delta_2,4.010779857635498,1
cdiversificacion_financiera_delta_2,4.000909805297852,1
Master_status_delta_2,3.8680999279022217,1
ccaja_seguridad_delta_mean_8,3.8480899333953857,2
tmobile_app_delta_mean_8,3.8084099292755127,1
Master_msaldodolares,3.699589967727661,1
cdias_mora_promedio_delta_3,3.511039972305298,1
cseguro_auto,3.39136004447937,1
cplazo_fijo_delta_3,2.9053900241851807,1
ctarjeta_debito_delta_mean_4,2.826319932937622,1
cinversion1,2.813270092010498,1
tmobile_app,2.7723801136016846,1
ctarjeta_master_delta_3,2.7314000129699707,1
cinversion2,2.731070041656494,1
cpayroll2_trx,2.565959930419922,1
cdescubierto_preacordado_delta_2,2.343139886856079,1
tmora_total_delta_2,2.151170015335083,1
Master_Fvencimiento_delta_3,2.127690076828003,1
ctarjeta_master_descuentos_delta_mean_4,2.1087100505828857,1
cinversion1_delta_mean_4,1.9409799575805664,1
TC_Total_status_delta_2,0.0,0
Master_cadelantosefectivo_delta_3,0.0,0
Visa_cadelantosefectivo_delta_3,0.0,0
TC_Total_cadelantosefectivo_delta_2,0.0,0
Visa_status_delta_3,0.0,0
cpayroll2_trx_delta_mean_8,0.0,0
ccheques_emitidos_rechazados_delta_3,0.0,0
ccheques_depositados_delta_3,0.0,0
cforex_sell_delta_3,0.0,0
slope_Master_madelantodolares_6_window,0.0,0
mpayroll2,0.0,0
tes_empleado_delta_3,0.0,0
tsolo_tarjetas_delta_3,0.0,0
Visa_fultimo_cierre_delta_3,0.0,0
TC_Total_cadelantosefectivo_delta_3,0.0,0
cpayroll2_trx_delta_3,0.0,0
ccaja_seguridad_delta_3,0.0,0
cseguro_vivienda_delta_3,0.0,0
cseguro_auto_delta_3,0.0,0
TC_Total_madelantodolares,0.0,0
TC_Total_cadelantosefectivo,0.0,0
cinversion2_delta_3,0.0,0
cinversion1_delta_3,0.0,0
cprestamos_hipotecarios_delta_3,0.0,0
cprestamos_prendarios_delta_3,0.0,0
tvip_baja_actividad_delta_2,0.0,0
cliente_vip_delta_3,0.0,0
cliente_antiguedad_delta_3,0.0,0
ccuenta_corriente_delta_3,0.0,0
cpagodeservicios_delta_3,0.0,0
ctarjeta_master_debitos_automaticos_delta_3,0.0,0
TC_Total_madelantopesos,0.0,0
Master_status_delta_3,0.0,0
ctarjeta_master_descuentos_delta_3,0.0,0
ccheques_depositados_rechazados_delta_3,0.0,0
tmobile_app_delta_3,0.0,0
Visa_madelantodolares,0.0,0
tsin_inversiones_delta_2,0.0,0
cprestamos_prendarios_delta_2,0.0,0
tcuentas_delta_2,0.0,0
ctarjeta_visa_delta_2,0.0,0
cliente_vip_delta_2,0.0,0
tsolo_tarjetas,0.0,0
tvip_baja_actividad,0.0,0
ccuenta_corriente_delta_2,0.0,0
tmobile_app_delta_mean_4,0.0,0
tsin_inversiones,0.0,0
cpayroll2_trx_delta_mean_4,0.0,0
ccheques_emitidos_rechazados_delta_2,0.0,0
tmobile_app_delta_2,0.0,0
Master_cadelantosefectivo,0.0,0
ccheques_emitidos_delta_mean_4,0.0,0
slope_mcuenta_corriente_adicional_6_window,0.0,0
ccaja_seguridad_delta_mean_4,0.0,0
cseguro_accidentes_personales_delta_mean_4,0.0,0
cseguro_auto_delta_mean_4,0.0,0
cinversion2_delta_mean_4,0.0,0
cprestamos_hipotecarios_delta_mean_4,0.0,0
tcuentas_delta_mean_4,0.0,0
ccuenta_corriente_delta_mean_4,0.0,0
cprestamos_prendarios_delta_mean_4,0.0,0
tsolo_tarjetas_delta_2,0.0,0
tvip_baja_actividad_delta_3,0.0,0
cliente_vip_delta_mean_4,0.0,0
Master_delinquency,0.0,0
Master_madelantodolares,0.0,0
Master_madelantopesos,0.0,0
ctarjeta_master_descuentos_delta_2,0.0,0
ccajeros_propios_descuentos_delta_2,0.0,0
slope_TC_Total_madelantopesos_6_window,0.0,0
slope_TC_Total_madelantodolares_6_window,0.0,0
slope_minversion1_dolares_6_window,0.0,0
slope_mpayroll2_6_window,0.0,0
slope_mprestamos_hipotecarios_6_window,0.0,0
slope_mplazo_fijo_pesos_6_window,0.0,0
Master_cadelantosefectivo_delta_mean_4,0.0,0
cprestamos_hipotecarios_delta_2,0.0,0
ccaja_seguridad_delta_2,0.0,0
cseguro_auto_delta_2,0.0,0
cinversion2_delta_2,0.0,0
cseguro_vida_delta_2,0.0,0
cinversion1_delta_2,0.0,0
cpayroll2_trx_delta_2,0.0,0
TC_Total_cadelantosefectivo_delta_mean_4,0.0,0
tsin_inversiones_delta_mean_4,0.0,0
cseguro_auto_delta_mean_8,0.0,0
ccuenta_corriente_delta_mean_8,0.0,0
cprestamos_hipotecarios_delta_mean_8,0.0,0
cinversion1_delta_mean_8,0.0,0
tvip_baja_actividad_delta_mean_4,0.0,0
cliente_vip_delta_mean_8,0.0,0
cliente_antiguedad_delta_mean_8,0.0,0
tcuentas_delta_mean_8,0.0,0
tsolo_tarjetas_delta_mean_4,0.0,0
mplazo_fijo_pesos,0.0,0
minversion1_dolares,0.0,0
cliente_vip,0.0,0
mcuenta_corriente_adicional,0.0,0
tsolo_tarjetas_delta_mean_8,0.0,0
ccuenta_corriente,0.0,0
tvip_baja_actividad_delta_mean_8,0.0,0
